Item,Sentence 
id_00003681,"color is Olive Unlined Lightweight, woven"
id_00003682,color is Orange V-neckline Fully lined
id_00003683,"color is Navy heather grey Lightweight, elasticized drawstring waist Ribbed cuffs, back patch pocket"
id_00003684,color is Black Lightweight knit Partially lined
id_00003685,"color is Heather grey  28"" approx. length from high point shoulder to hem, 42"" chest, 40"" waist, 9"" sleeve length from high point shoulder  Measured from Medium "
id_00003686,color is Wine tan Midweight knit Open front
id_00003687,"color is Pistachio  20"" approx. length from bust to hem, 28"" chest, 26"" waist  Measured from Small "
id_00003688,color is Pink multi Lightweight Woven
id_00003689,color is Black tan Lightweight knit Frayed edges
id_00003690,"color is Black white Fully lined, woven Shell: 100% rayon; Lining: 100% polyester"
id_00003691,"color is Light denim Two front welt pockets, buttoned cuffs Woven, unlined"
id_00003692,"color is Navy white Lightweight 65% polyester, 35% cotton"
id_00003693,color is Heather grey Midweight Long sleeves
id_00003694,"color is Bubble gum Concealed back zipper, partially lined Lightweight knit"
id_00003695,"color is Mustard black Invisible back zipper, short sleeves Lightweight, partially lined"
id_00003696,color is Black taupe Midweight knit Ribbed round neckline
id_00003697,color is Pink white Crew neckline Lightweight
id_00003698,"color is Denim Unlined, woven Shell: 51% linen, 49% cotton; Trim: 85% polyester, 15% cotton"
id_00003699,"color is Black white Knit 81% rayon, 17% polyester, 2% spandex"
id_00003700,"color is Black Woven, unlined 97% polyester, 3% spandex"
id_00003701,"color is Black nude Fully lined Lightweight, woven"
id_00003702,"color is Black Knit, midweight Shell 1: 65% cotton, 35% polyester; Shell 2: 100% nylon"
id_00003703,"color is Navy cream Unlined 95% cotton, 5% spandex"
id_00003704,"color is Black white 95% polyester, 5% spandex 16"" full length, 28"" chest, 26"" waist"
id_00003705,color is Navy ivory Contrast ribbed trim Lightweight
id_00003706,"color is White black Lightweight, woven 100% cotton"
id_00003707,"color is Blue white Short cap sleeves Woven, unlined"
id_00003708,color is Heather grey white Knit Lightweight
id_00003709,"color is Wine Unlined Lightweight, woven"
id_00003710,"color is Black cream Lightweight knit 95% cotton, 5% spandex"
id_00003711,"color is Navy Lightweight, woven Unlined"
id_00003712,"color is Taupe Zip fly Lightweight, woven"
id_00003713,"color is Black olive Scoop neck and back 94% cotton, 6% spandex"
id_00003714,"color is Black teal Buttoned cuffs, long sleeves Unlined, woven"
id_00003715,"color is Royal cream Unlined Lightweight, woven"
id_00003716,color is Cream black Short sleeves Crew neck
id_00003717,color is Royal Midweight Unlined
id_00003718,color is Blue mustard Knit 100% Cotton
id_00003719,"color is Cream Lightweight, woven 24"" full length, 40"" chest, 40"" waist, 26"" sleeve length"
id_00003720,"color is Blush black Sleeveless, invisible back zipper Fully lined, lightweight"
id_00003721,"color is Grey Lightweight, woven Fully lined"
id_00003722,"color is Cream heather grey 97% rayon, 3% spandex 26"" full length, 58"" chest, 57"" waist, 15"" sleeve length"
id_00003723,"color is Orange multi Concealed back zipper Woven, unlined"
id_00003724,"color is White grey Lightweight knit 94% polyester, 4% spandex"
id_00003725,color is Mint Classic fit Woven
id_00003726,color is Burgundy Midweight knit Open front
id_00003726,color is Burgundy Midweight knit Open front
id_00003727,color is Cream Knit 100% acrylic
id_00003728,"color is Taupe 16.5"" approx. length from high point shoulder to hem, 33"" chest, 30"" waist Measured from Small"
id_00003729,"color is Coral 33-52"" approx. length from high point shoulder to hem, 32"" chest, 24"" waist Measured from Small "
id_00003730,color is Blush Unlined Lightweight
id_00003731,color is Black cream Unlined 100% cotton
id_00003732,"color is Peacock  27.5"" approx. length from high point shoulder to hem, 27.5"" chest, 25"" waist, 11"" shoulder width   Measured from Small "
id_00003733,"color is Heather grey Lightweight 58% polyester, 42% rayon"
id_00003734,"color is Light denim Lightweight, woven 100% cotton"
id_00003735,"color is Cream Unlined, woven 100% rayon"
id_00003736,color is Navy Knit 100% cotton
id_00003737,"color is Dark grey black Side vents 50% rayon, 37% cotton, 13% rayon"
id_00003738,"color is Rust Unlined, woven 100% rayon"
id_00003739,"color is Cream blue Fully lined, woven Concealed side zipper, hook-eye closure"
id_00003740,"color is Heather grey rust Partially lined, elasticized waist Lightweight knit & woven"
id_00003741,"color is Rust Buttoned keyhole back Lightweight, unlined"
id_00003742,"color is Light blue Fully lined, side zipper Lightweight, woven"
id_00003743,"color is Denim black 28.5"" approx inseam, 27"" waist, 9"" leg opening, 8.5"" rise, 18"" thigh girth Measured from Size 25"
id_00003744,"color is Purple Fully lined, woven Lightweight"
id_00003745,"color is Navy grey Short sleeves, round neckline Lightweight knit"
id_00003746,"color is Cream Fully lined, woven Concealed back zipper"
id_00003747,color is White black Ribbed round neckline Lightweight knit
id_00003748,"color is Rust coral Flat collar Woven, unlined"
id_00003749,"color is Black cream Unlined Lightweight, woven"
id_00003750,"color is Cream red Lightweight, woven Fully lined, exposed back zipper"
id_00003751,color is Grey yellow Officially licensed product Lightweight
id_00003752,"color is Black rose Lightweight 57% cotton, 43% polyester"
id_00003753,color is Cream Semi-sheer Open knit
id_00003754,"color is Grey white Back welt pockets Unlined, woven"
id_00003755,"color is Rust Lightweight 94% cotton, 6% spandex"
id_00003756,"color is Cream Unlined, concealed side zipper Woven"
id_00003757,"color is Beige green Lightweight, woven Unlined"
id_00003758,color is Cream navy Sleeveless Lightweight knit
id_00003759,color is Black Unlined Lightweight knit
id_00003760,"color is Olive Unlined, woven 52% linen (flax), 48% rayon"
id_00003761,"color is Black black Unlined, woven 67% rayon, 30% polyester, 3% spandex"
id_00003762,"color is Cream Unlined, woven Dropped shoulders"
id_00003763,"color is Dark navy cream Fully lined Lightweight, woven"
id_00003764,"color is Rust black Partially lined, concealed back zipper Lightweight, woven"
id_00003765,"color is Blue pink Elasticized bustline, smocked lining Lightweight, woven"
id_00003766,color is Peach Unlined Woven
id_00003767,"color is Mauve Unlined, sleeveless Invisible zipper"
id_00003768,"color is Black Lightweight, knit Short sleeves, ribbed trim"
id_00003769,"color is Black white Partially lined Lightweight, woven"
id_00003770,color is Mustard Lightweight 100% acrylic
id_00003771,"color is Black Lightweight knit 95% rayon, 5% spandex"
id_00003772,"color is Dark navy red Unlined Lightweight, woven"
id_00003773,"color is White black Knit 50% cotton, 50% modal"
id_00003774,"color is Denim washed Lightweight, woven 100% cotton"
id_00003775,"color is Black Lightweight knit 96% rayon, 4% spandex"
id_00003776,color is Burgundy Lightweight Knit
id_00003777,"color is Cream Vented sides, fully lined Lightweight knit"
id_00003778,color is Taupe cream Lightweight Long sleeves
id_00003779,color is White Unlined Knit
id_00003780,"color is Heather grey black Knit, lightweight 60% cotton, 40% polyester"
id_00003781,"color is Black white Fully lined, woven Midweight"
id_00003782,"color is Mustard Unlined, elasticized waist Lightweight knit"
id_00003783,color is Hot pink Unlined Lightweight
id_00003784,color is Periwinkle Unlined Lightweight
id_00003785,"color is Blush Partially lined, knit Concealed side zipper, button keyhole back"
id_00003786,"color is Charcoal black Lightweight Shell 1: 60% cotton, 40% polyester; Shell 2: 96% polyester, 4% spandex"
id_00003787,"color is Black Lightweight knit 55% ramie, 45% cotton"
id_00003788,"color is Cream Unlined Lightweight, woven"
id_00003789,"color is Blue white Lightweight 55% rayon, 42% polyester, 3% spandex"
id_00003790,"color is Teal Unlined 96% rayon, 4% spandex"
id_00003791,"color is Blush Lightweight, unlined Buttoned cuffs"
id_00003792,"color is Cream blush Unlined, woven 100% rayon"
id_00003793,"color is Black Unlined, knit Elasticized waist"
id_00003794,color is Black cream Knit 100% cotton
id_00003795,"color is Heather grey Raw-cut armholes, ribbed hem Lightweight knit"
id_00003796,"color is White grey Unlined, stretch-knit Exposed back zipper"
id_00003797,color is Grey turquoise Knit Ribbed crew neck
id_00003798,"color is Navy pink Lightweight 60% cotton, 40% polyester"
id_00003799,"color is Blue ivory Unlined, woven Side vents"
id_00003800,color is Rose Unlined Lightweight knit
id_00003801,"color is Heather grey 51% rayon, 34% polyester, 15% cotton 18"" full length, 33"" chest, 30"" waist, 26"" sleeve length"
id_00003802,"color is Blush 16"" approx. length from high point shoulder to hem, 28"" chest, 26"" waist, 25"" sleeve length from high point shoulder Measured from Small"
id_00003803,"color is Ivory black 26"" approx. length from high point shoulder to hem, 36"" chest, 36"" waist, 7"" sleeve length from high point shoulder Measured from Small"
id_00003804,"color is Lavender Unlined, buttoned keyhole back Lightweight, woven"
id_00003805,"color is Cream 29"" approx. length from high point shoulder to hem, 41"" chest, 42"" waist, 30"" sleeve length from high point shoulder Measured from Small"
id_00003806,"color is Heather grey black Lightweight 95% rayon, 5% spandex"
id_00003807,color is Cream Elasticized trim Unlined
id_00003808,"color is Navy brown Partially lined, woven Round neckline, button keyhole back"
id_00003809,"color is Black Lightweight, woven 78% cotton, 20% polyester, 2% spandex"
id_00003810,"color is Light blue Unlined, woven 100% cotton"
id_00003811,"color is Black white Unlined Lightweight, woven"
id_00003812,color is Navy multi Knit 100% rayon
id_00003813,"color is Royal 33"" approx. length from high point shoulder to hem, 32"" chest, 28"" waist Measured from Small"
id_00003814,"color is Yellow Hook-eye closure, unlined Lightweight, woven"
id_00003815,"color is Blue coral Unlined, woven 100% polyester"
id_00003816,"color is Black white Unlined, woven Concealed side zipper"
id_00003817,"color is Black Lightweight, woven Fully lined"
id_00003818,"color is Cream Unlined Lightweight, woven"
id_00003819,color is Burgundy Unlined Lightweight
id_00003820,"color is Peach ivory Elasticized cuffs, unlined Lightweight"
id_00003821,color is Black white Lightweight Unlined
id_00003822,"color is Peach Woven, fully lined Shell: 100% rayon; Lining: 100% polyester"
id_00003823,color is Heather grey red Officially licensed product Round neckline
id_00003824,"color is Black Lightweight knit 94% cotton, 6% spandex"
id_00003825,"color is Grey black Lightweight 50% cotton, 50% modal"
id_00003825,"color is Grey black Lightweight 50% cotton, 50% modal"
id_00003826,"color is Black white Crew neck, ribbed trim Lightweight knit"
id_00003827,"color is Black Elasticized waist 95% polyester, 5% spandex"
id_00003828,color is Fuchsia Fully lined Lightweight knit
id_00003829,"color is Navy Concealed side zipper Unlined, woven"
id_00003830,color is Navy Unlined Midweight
id_00003831,color is Black Unlined Lightweight
id_00003832,"color is Black blue Buttoned keyhole back, elasticized waist Woven, fully lined"
id_00003833,"color is Navy silver Invisible back zipper, fully lined Lightweight, woven"
id_00003834,"color is Black white Knit 88% polyester, 12% polyester"
id_00003835,"color is Nude Semi-sheer, woven Unlined, adjustable cami straps"
id_00003836,"color is Black nude Partially lined Lightweight, woven"
id_00003837,"color is Black blush Unlined Lightweight, woven"
id_00003838,"color is Lavender Woven, sheer Lightweight"
id_00003839,"color is Cream Unlined, lightweight Long sleeves"
id_00003840,"color is Blue cream Unlined, woven 100% cotton"
id_00003841,"color is Black silver  23.5"" approx. length from high point shoulder to hem, 38"" chest, 34"" waist, 6"" sleeve length from shoulder ridge, 14"" shoulder width   Measured from Small "
